id,bid,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户
4448697863612605,IkqQWf9NP,转发微博,,,,2019-12-12,贫困家庭iPhone 11 Pro Max,1408,117,98,,,False,1788911247,谷大白话,4448691375299941,IkqGtmeKV,"【著名考研网站发布2019年度看片大数据汇总】全年访问量420亿，搜索量390亿；新增视频683万个，时长169年；社交媒体属性进一步增强，有7000万条信息被发送；新增素人模特近十万；定义2019的关键词前三名是：素人，外星人，POV。卖洗澡水的Belle Delphine排名第四，mature第五(GILF片观看量增加)，前十名里还有ASMR。美日英加法是访问量最大的五个国家。用户平均每次访问时间是10分28秒。全球时长排名冠军是泰国，11分21秒。亚军菲律宾11分9秒，第三荷兰10分38秒。日本9分23秒。俄罗斯8分35秒。女优搜索第一名是Lana Rhoades，比去年上升三位。第二名Mia Khalifa铁打不动。第三名柠檬姐Riley Reid，男优第一名是Jordi El Nino Polla 年度搜索热词前三是japanese, hentai和lesbian，japanese比去年上升四名。观看量最高的是Japanese, lesbian, amateur, hentai, milf 就连pxxnhub gay页面上搜索前两名都是korean和japanese，中国地区关键词也从多年的hentai变成了Japanese，今年Japanese涨幅不小。顺便说一下，有趣的是，pxxnhub gay页面上浏览量最高的类别是：straight guys直男。美国英国澳洲观看量最高的类别是Lesbian，俄国墨西哥西班牙是hentai，法国是française，德国是german, 意大利是milf。美国荷兰前三明星是lana rhoades, mia khalifa, abella danger，英国加拿大澳洲第一是柠檬姐，第二mia khalifa，第三lana rhoades全站女性访客比例为32%，比去年上升3%，菲律宾巴西用户中39%是女性，墨西哥阿根廷36%是女性，澳洲波兰瑞典泰国35%，印度33%，日本29%，女性用户搜索的pornstar前三甲是Lana Rhoades，男优Jordi El Nino Polla，Mia Khalifa。柠檬姐第四。女性观看量最高的类别前三甲是Lesbian/popular with women/japanese，男性是japanese/amateur/mature 用户平均年龄36岁：25-34岁年龄组是主力，占36%；18-24岁占25%；35-44岁占17%；45-54占11%；55-64占7%；65岁以上占4%。18-24岁年龄组最爱类别是lesbian, hentai, lesbian; 25-34岁年龄组最爱类别是Japanese, hentai, amateur; 65岁年龄组最爱类别是mateur, Japanese, amateur 手机，电脑和平板的流量占比分别是76.6%，16.3%和7.1%。菲律宾使用手机访问的最多，达到91%。美国是81%。电脑浏览用windows的最多，浏览器用chrome的最多。使用游戏终端访问网站，PS占51.5%，Xbox占34.7% 名人搜索榜第一位就是卖洗澡水的Belle Delphine，亚军卡戴珊，季军Cardi B, 上榜的还有A妹，霉霉，麻辣鸡，割麦子，水果姐，Rihanna等，这些都是榜上常客。但神奇的是，连PewDiePie都上榜了，还比Kendall Jenner高一名。影视剧搜索榜第一名复联，第二名哈莉奎因，第三少年泰坦。同样上榜的还有小丑，哈利波特和Rick and Morty。小丑上映之后搜索热度高涨3345%游戏搜索榜第一仍然是守望先锋，第二Fortnite，第三Pokemon。游戏人物搜索量最高的是塞尔达，第二名是古墓丽影的劳拉，第三名是守望先锋的D.Va，第四是超级马里奥，皮卡丘和春丽也上榜了。逢年过节，重大赛事或者颁奖礼，P站访问量都会大跌。美国政府关门期间，访问量上涨6%，极地涡旋带来寒流期间，各地访问量都有所上涨。脸书和ins当机期间，访问量大增。奥斯卡和金球奖跌5%，格莱美跌4%，但苹果发布会跌的最多，高达15%","https://wx3.sinaimg.cn/large/6aa09e8fly1g9ty666wxzj20i23cnwr7.jpg,https://wx3.sinaimg.cn/large/6aa09e8fly1g9ty66ewm2j20h8267tgy.jpg,https://wx2.sinaimg.cn/large/6aa09e8fly1g9ty66nfi0j20h81x7thu.jpg,https://wx1.sinaimg.cn/large/6aa09e8fly1g9ty670byuj20rs423tqf.jpg,https://wx4.sinaimg.cn/large/6aa09e8fly1g9ty67f0itj20rs49dh92.jpg,https://wx1.sinaimg.cn/large/6aa09e8fly1g9ty67tnhrj20h86v0kfd.jpg,https://wx4.sinaimg.cn/large/6aa09e8fly1g9ty6860pyj20h824kgx7.jpg,https://wx1.sinaimg.cn/large/6aa09e8fly1g9ty68e7l2j20h81rstg2.jpg,https://wx3.sinaimg.cn/large/6aa09e8fly1g9ty68n6vtj20h83or4gn.jpg,https://wx3.sinaimg.cn/large/6aa09e8fly1g9ty692p3rj20h81gwjxn.jpg,https://wx3.sinaimg.cn/large/6aa09e8fly1g9ty699cfdj20h8249dou.jpg,https://wx2.sinaimg.cn/large/6aa09e8fly1g9ty69mbfvj20h8249guq.jpg,https://wx4.sinaimg.cn/large/6aa09e8fly1g9ty65yky5j20h82497d7.jpg,https://wx1.sinaimg.cn/large/6aa09e8fly1g9ty69vtvnj20h8249qbi.jpg,https://wx1.sinaimg.cn/large/6aa09e8fly1g9ty6a31r9j20h824911e.jpg",,,2019-12-12,皮皮给买的iPhone 11 Pro Max(暗夜绿),3970,541,3751,,
4448391574468314,IkiSViKpA,//@xiaolwl:每月仅需1.6万元 查看图片,,,,2019-12-11,贫困家庭iPhone 11 Pro Max,3012,123,14,,xiaolwl,False,1758102755,魏布斯,4448249341690823,Ikfbw75Rl,仅对于专业用户来说，Mac Pro 这套的价格其实还好了。我大概看了下，要 6-7 周才发货，等不了，算了不买了... ,"https://wx3.sinaimg.cn/large/68ca84e3gy1g9sjh1ilwcj21bn0u0n0z.jpg,https://wx1.sinaimg.cn/large/68ca84e3gy1g9sjh1gr37j20yr0u0dmp.jpg",,,2019-12-11,微博 weibo.com,478,105,25,,
4447013917275423,IjJ2TuwFx,转发微博,,,,2019-12-07,iPhone 11 Pro Max(深空灰),1191,215,194,,,False,6460413909,快乐足球happyfootball,4447008565587077,IjIUgnrs9,孙哥这球亚洲速度，亚洲之光  快乐足球happyfootball的微博视频 ,,"http://f.video.weibocdn.com/004xwhwYlx07zbeX64Ao01041200q6Hl0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&Expires=1581030221&ssig=lrB5oDU7YN&KID=unistore,video",,2019-12-07,微博视频,2255,339,2033,,
4446428732338178,IjtP39Ogy,转发微博,,,,2019-12-06,iPhone 11 Pro Max(深空灰),666,41,86,,,False,1735559201,GeekPark,4446419538532244,IjtAdzNCQ,【让残疾人站起来的轮椅】大部分残疾人移动只能够依靠轮椅，但一个人坐太长时间，双腿肌肉容易萎缩，而且做一些事情也会特别不方便。土耳其公司研发的 Tek RMD，是一款让残疾人站起来的轮椅。只要把脚固定在 TEK RMD 的脚踏上，将安全带绑到自己的腰上，就能像骑马一样操作。这样不仅可以锻炼到他们的下肢，而且让他们像正常人一样生活，可以重塑残疾人对生活的信心。科技view的秒拍视频,,"https://f.us.sinaimg.cn/004cHbuflx07qSQnb45i01041200bnTE0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1581030213&ssig=VzTx7ZmFWL&KID=unistore,video",,2019-12-06,,347,15,209,,
4446210238479563,Ijo8DzzV9,新年好 广州·广州塔摩天轮 ,https://wx3.sinaimg.cn/large/43e5425dgy1g9m1aog7a2j22c0340e83.jpg,https://video.weibo.com/media/play?livephoto=//us.sinaimg.cn/000dWLR1jx07z7J4DYSY0f0f0100mK1M0k01.mov,广州·广州塔摩天轮,2019-12-05,iPhone 11 Pro Max(深空灰),14242,2420,655,,,True
4446195319518465,IjnKzDWbD,滴 广州·广州塔摩天轮 ,https://wx4.sinaimg.cn/large/43e5425dgy1g9lzl0a8bzj21sr2eckjm.jpg,https://video.weibo.com/media/play?livephoto=//us.sinaimg.cn/003LVw2Zjx07z7F0cjrx0f0f0100rPH30k01.mov,广州·广州塔摩天轮,2019-12-05,iPhone 11 Pro Max(深空灰),4512,516,54,,,True
4445658394221651,Ij9MzhIf9,转发微博,,,,2019-12-04,iPhone 11 Pro Max(深空灰),689,73,3,,,False,6348485093,翔翔大作战Fly,4445467964676426,Ij4PqjCye,来一波福利，简单粗暴，转发➕关注我和我的朋友@趣评测詹志斌12月17日抽两个朋友各送苹果11手机一部@微博抽奖平台大家动动手指，万一呢，😃祝大家好运  抽奖详情 ,"https://wx1.sinaimg.cn/large/006VDAYRgy1g9jo0ghjtdj30ij0ijt9n.jpg,https://wx3.sinaimg.cn/large/006VDAYRgy1g9jo0h06phj30ii0ijgna.jpg,https://wx4.sinaimg.cn/large/006VDAYRgy1g9jo0hdhm3j30ij0ijt9q.jpg,https://wx3.sinaimg.cn/large/006VDAYRgy1g9jo0g1lj4j30ij0iiwfr.jpg,https://wx1.sinaimg.cn/large/006VDAYRgy1g9jo0htfanj30ii0iit99.jpg,https://wx4.sinaimg.cn/large/006VDAYRgy1g9jo0i6g43j30ij0ii75k.jpg,https://wx1.sinaimg.cn/large/006VDAYRgy1g9jo0ir2qdj30ij0ijjrt.jpg,https://wx1.sinaimg.cn/large/006VDAYRgy1g9jo0j60hij30ii0ijt9o.jpg,https://wx4.sinaimg.cn/large/006VDAYRgy1g9jo0jy7s6j30ij0ij3yw.jpg",,,2019-12-03,iPhone 7,22794,23973,57016,,"趣评测詹志斌,微博抽奖平台"
4443163689174156,Ii6SQCuCg,爱乐维好贵啊 武汉 ,https://wx4.sinaimg.cn/large/43e5425dgy1g9cbeprps3j20u0140444.jpg,,武汉,2019-11-27,iPhone 11 Pro Max(深空灰),115142,5693,13100,,,True
4442763237660127,IhWsXw8Kr,学起来,,,,2019-11-26,iPhone 11 Pro Max(深空灰),1114,119,536,,,False,2379203211,IAMGOUTONG,4442695591882405,IhUHR7THn,物理治疗师教你全身肌肉拉伸放松训练动作肌肉拉伸的好处：①——改善体态 ②——身心愉悦 ③——提高柔韧性 ④——提高运动能力 ⑤——增加身体和组织温度 ⑥——提高软组织放松的效率 ⑦——减少肌肉的紧张与疼痛 ⑧——加快神经冲动及传导速度 ⑨——使受压的血管神经得到缓解 ⑩——减少关节扭伤和肌肉拉伤的风险 11——减少女性痛经和男性尿频带来的痛苦  IAMGOUTONG的微博视频,,"http://f.video.weibocdn.com/002TfeDElx07ySfYxHCE01041201vGUh0E010.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=1621fcd5d40969f1c74e6b06e52fcd54&Expires=1581030254&ssig=BSNAnbxC0V&KID=unistore,video",,2019-11-26,健身 · 视频社区,864,16,1470,,
4442493527137913,IhPrWtWTD,肖战也太帅了吧，绿光好听，唱的作为一个男人我竟然有点喜欢绿色... 武汉·中南电力设计院 ,"https://wx4.sinaimg.cn/large/43e5425dly1g9a6fulsitj21hc0u0ayy.jpg,https://wx4.sinaimg.cn/large/43e5425dly1g9a6fv0qe4j21hc0u0e81.jpg,https://wx4.sinaimg.cn/large/43e5425dly1g9a6fw04urj21hc0u0npd.jpg,https://wx1.sinaimg.cn/large/43e5425dly1g9a6fu610kj21hc0u04qp.jpg,https://wx4.sinaimg.cn/large/43e5425dly1g9a6fwwdi8j21hc0u04qp.jpg,https://wx3.sinaimg.cn/large/43e5425dly1g9a6fxip3fj21hc0u0kj9.jpg",,武汉·中南电力设计院,2019-11-25,iPhone 11 Pro Max(深空灰),40280,3873,1535,,,True
4442144707784248,IhGnkwF2o,//@钟文泽:我参加大V转发激励计划，获得了宠粉红包，转发并关注我，成为我的人吧，抽5位幸运粉丝平分200元，明日开奖！@微博抽奖平台//@钟文泽:非洲小孩价格真低啊…录一个罗家英能录三百多个非洲小孩…,,,,2019-11-24,iPhone 11 Pro Max(深空灰),473,56,7,,"钟文泽,微博抽奖平台,钟文泽",False,1560906700,阑夕,4441821700704574,IhxYm2Xi6,终于有人做平台了⋯⋯ ,"https://wx4.sinaimg.cn/large/5d098bccgy1g9819w96a3j20u01sz1l5.jpg,https://wx2.sinaimg.cn/large/5d098bccgy1g9819y8bvuj20u01sz7wq.jpg,https://wx2.sinaimg.cn/large/5d098bccgy1g981a0ebysj20u01szqvd.jpg,https://wx1.sinaimg.cn/large/5d098bccgy1g981a4ayktj20u01sz7wp.jpg,https://wx4.sinaimg.cn/large/5d098bccgy1g981a64jhej20u01sz4qy.jpg,https://wx3.sinaimg.cn/large/5d098bccgy1g981a887wij20u01sznpm.jpg,https://wx3.sinaimg.cn/large/5d098bccgy1g9819trdkoj20u01szu16.jpg,https://wx4.sinaimg.cn/large/5d098bccgy1g981a2f1l0j20u01sz1l6.jpg,https://wx4.sinaimg.cn/large/5d098bccgy1g981abwqsjj20u01sz1l6.jpg",,,2019-11-23,🙄🙄iPhone 11 Pro,12342,1106,2763,,
4441967117011918,IhBKTtq7s,美如画,,,,2019-11-24,iPhone 11 Pro Max(深空灰),1205,79,101,,,False,1813047827,TheLancet-Vivian,4441959466319229,IhByyqvV3,经典回顾！1993年总决赛，乔丹对阵太阳6场比赛场均41.0分8.5篮板6.3助攻原声集锦！其中还包括了一场55分，各种背打、后仰和无解的突破，面对包夹依然无所畏惧！MJ生涯最强的系列赛之一，近25分钟长篇，可以收藏！篮球大历史的秒拍视频  ,,"http://miaopai.video.weibocdn.com/iKsQNRiYlx07kk4Ud2qk0104020ajH7C0E043?Expires=1581030269&ssig=L8aeSuIZfi&KID=unistore,video",,2019-11-24,言已iPhone 11 Pro Max,50,3,152,,
4441875701887241,Ihzns7UXn,转发微博,,,,2019-11-23,iPhone 11 Pro Max(深空灰),167,40,20,,,False,1914010467,少数派sspai,4441873022613325,Ihzj8aXQp,【FM 3.14 | 这些音乐让你睡好觉，杨乃文 、魏如萱新专、《摩登时代》新单曲发布】人的大脑会存在不同频率的脑电波，主宰夜间睡眠的是让人进入深度放松状态的 δ 波。本周睡眠音乐也主要是基于这个频率范围，融合了冥想音乐和自然音乐，让你在静静的聆听之后缓慢入睡。| 全文：FM 3.14 | 这些音乐让你睡好觉，杨乃文 、魏如萱新专、《摩登时代》新单曲发布 ,https://wx2.sinaimg.cn/large/72157b63ly1g9876jneprj21uo0m848p.jpg,,,2019-11-23,,20,2,40,,
